,predicted,actual
149,neutral,neutral
150,positive,neutral
151,positive,neutral
152,positive,negative
153,positive,neutral
154,neutral,neutral
155,neutral,neutral
156,positive,positive
157,neutral,positive
158,positive,neutral
159,neutral,neutral
160,neutral,neutral
161,positive,positive
162,neutral,positive
163,positive,positive
164,positive,positive
165,positive,positive
166,positive,positive
167,neutral,neutral
168,neutral,neutral
169,neutral,neutral
170,positive,neutral
171,positive,positive
172,neutral,neutral
173,neutral,positive
174,neutral,neutral
175,neutral,neutral
176,neutral,positive
177,positive,positive
178,positive,positive
179,positive,positive
180,neutral,positive
181,neutral,neutral
182,positive,positive
183,positive,negative
184,neutral,neutral
185,positive,positive
186,positive,positive
187,neutral,positive
188,positive,positive
189,positive,positive
190,neutral,neutral
191,neutral,neutral
192,neutral,negative
193,neutral,neutral
194,neutral,positive
195,positive,positive
196,neutral,positive
197,neutral,neutral
198,positive,neutral
199,positive,neutral
200,positive,positive
201,neutral,neutral
202,neutral,positive
203,positive,positive
204,neutral,neutral
205,positive,neutral
206,neutral,neutral
207,neutral,neutral
208,neutral,neutral
209,positive,neutral
210,positive,positive
211,positive,positive
212,positive,positive
213,neutral,positive
214,positive,negative
215,neutral,neutral
216,positive,neutral
217,positive,positive
218,positive,neutral
219,positive,negative
220,positive,positive
221,positive,neutral
222,neutral,negative
223,positive,positive
224,positive,positive
225,positive,neutral
226,neutral,neutral
227,positive,neutral
228,positive,neutral
229,positive,positive
230,positive,neutral
231,neutral,neutral
232,positive,positive
233,positive,neutral
234,neutral,positive
235,neutral,positive
236,positive,negative
237,positive,negative
238,neutral,negative
239,neutral,neutral
240,positive,positive
241,positive,positive
242,positive,positive
243,neutral,neutral
244,neutral,neutral
245,neutral,neutral
246,neutral,negative
247,positive,positive
248,positive,positive
249,neutral,negative
250,neutral,negative
251,positive,neutral
252,positive,neutral
253,positive,positive
254,neutral,neutral
255,positive,positive
256,positive,positive
257,positive,positive
258,neutral,neutral
259,neutral,positive
260,neutral,positive
261,positive,positive
262,positive,positive
263,positive,positive
264,neutral,neutral
265,positive,positive
266,neutral,neutral
267,neutral,negative
268,positive,positive
269,positive,positive
270,positive,negative
271,positive,neutral
272,neutral,neutral
273,neutral,positive
274,neutral,positive
275,positive,neutral
276,neutral,negative
277,neutral,positive
278,neutral,neutral
279,neutral,negative
280,positive,positive
281,positive,neutral
282,positive,positive
283,neutral,positive
284,positive,positive
285,positive,positive
286,neutral,negative
287,positive,positive
288,positive,neutral
289,neutral,negative
290,neutral,neutral
291,neutral,negative
292,neutral,neutral
293,positive,positive
294,neutral,positive
295,neutral,neutral
296,neutral,positive
297,neutral,negative
298,positive,positive
299,neutral,neutral
300,positive,positive
301,neutral,neutral
302,positive,positive
303,positive,neutral
304,neutral,neutral
305,positive,neutral
306,neutral,negative
307,neutral,neutral
308,neutral,neutral
309,positive,positive
310,positive,neutral
311,positive,positive
312,neutral,neutral
313,positive,positive
314,positive,neutral
315,positive,positive
316,positive,neutral
317,neutral,positive
318,neutral,neutral
319,neutral,positive
320,positive,positive
321,neutral,neutral
322,positive,positive
323,neutral,positive
324,neutral,neutral
325,positive,positive
326,neutral,positive
327,neutral,positive
328,neutral,negative
329,positive,negative
330,positive,positive
331,neutral,positive
332,positive,neutral
333,positive,neutral
334,positive,neutral
335,positive,positive
336,neutral,negative
337,neutral,neutral
338,positive,neutral
339,positive,positive
340,neutral,positive
341,positive,neutral
342,positive,positive
343,neutral,positive
344,neutral,neutral
345,neutral,neutral
346,positive,negative
347,positive,positive
348,neutral,negative
349,positive,neutral
350,positive,positive
351,positive,neutral
352,positive,neutral
353,neutral,neutral
354,positive,positive
355,positive,positive
356,positive,positive
357,neutral,neutral
358,positive,positive
359,positive,positive
360,positive,positive
361,positive,positive
362,neutral,positive
363,neutral,neutral
364,positive,positive
365,neutral,positive
366,neutral,positive
367,positive,neutral
368,positive,positive
369,positive,neutral
370,positive,positive
371,positive,negative
372,neutral,negative
373,neutral,positive
374,positive,neutral
375,neutral,negative
376,neutral,neutral
377,neutral,neutral
378,positive,positive
379,positive,negative
380,neutral,neutral
381,neutral,negative
382,positive,positive
383,positive,positive
384,neutral,neutral
385,neutral,positive
386,neutral,positive
387,positive,neutral
388,neutral,positive
389,positive,negative
390,positive,negative
391,neutral,negative
392,positive,positive
393,neutral,neutral
394,neutral,neutral
395,positive,positive
396,neutral,neutral
397,positive,neutral
398,positive,neutral
399,positive,neutral
400,neutral,negative
401,positive,neutral
402,positive,positive
403,neutral,neutral
404,neutral,negative
405,neutral,neutral
406,neutral,positive
407,neutral,negative
408,neutral,neutral
409,positive,neutral
410,neutral,positive
411,positive,negative
412,neutral,negative
413,neutral,negative
414,positive,neutral
415,neutral,neutral
416,positive,negative
417,positive,negative
418,neutral,positive
419,neutral,positive
420,neutral,neutral
421,neutral,negative
422,neutral,neutral
423,positive,positive
424,positive,positive
425,positive,negative
426,neutral,negative
427,neutral,neutral
428,positive,positive
429,positive,neutral
430,neutral,negative
431,neutral,negative
432,positive,positive
433,positive,positive
434,neutral,neutral
435,positive,positive
436,neutral,neutral
437,positive,neutral
438,positive,negative
439,neutral,negative
440,positive,positive
441,positive,neutral
442,positive,positive
443,positive,positive
444,neutral,positive
445,positive,neutral
446,positive,negative
447,positive,neutral
448,neutral,neutral
449,neutral,neutral
450,positive,negative
451,neutral,negative
452,positive,positive
453,neutral,positive
454,neutral,neutral
455,positive,positive
456,neutral,negative
457,neutral,negative
458,positive,positive
459,positive,negative
460,positive,positive
461,positive,positive
462,neutral,positive
463,neutral,neutral
464,neutral,positive
465,positive,positive
466,neutral,negative
467,positive,negative
468,neutral,positive
469,neutral,negative
470,neutral,positive
471,neutral,negative
472,neutral,positive
473,neutral,neutral
474,neutral,positive
475,neutral,positive
476,positive,positive
477,neutral,positive
478,positive,positive
479,positive,neutral
480,neutral,positive
481,positive,positive
482,neutral,positive
483,positive,negative
484,positive,positive
485,neutral,neutral
486,positive,neutral
487,positive,neutral
488,positive,negative
489,positive,positive
490,positive,positive
491,neutral,positive
492,neutral,neutral
493,positive,positive
494,neutral,negative
495,positive,positive
496,positive,positive
497,neutral,positive
498,neutral,neutral
499,positive,positive
500,neutral,positive
501,neutral,neutral
502,neutral,neutral
503,neutral,positive
504,neutral,neutral
505,positive,positive
506,positive,positive
507,neutral,neutral
508,positive,positive
509,neutral,positive
510,neutral,negative
511,positive,positive
512,neutral,positive
513,neutral,negative
514,neutral,neutral
515,positive,positive
516,neutral,positive
517,positive,positive
518,positive,negative
519,neutral,neutral
520,neutral,neutral
521,neutral,neutral
522,neutral,neutral
523,neutral,positive
524,positive,neutral
525,neutral,neutral
526,neutral,neutral
527,positive,neutral
528,positive,neutral
529,positive,positive
530,positive,neutral
531,neutral,positive
532,positive,negative
533,positive,neutral
534,positive,positive
535,positive,positive
536,neutral,positive
537,neutral,positive
538,neutral,neutral
539,neutral,neutral
540,positive,positive
541,positive,positive
542,neutral,neutral
543,neutral,neutral
544,positive,positive
545,neutral,neutral
546,neutral,neutral
547,positive,positive
548,neutral,negative
549,neutral,neutral
550,positive,positive
551,neutral,positive
552,positive,positive
553,positive,positive
554,neutral,neutral
555,neutral,neutral
556,neutral,neutral
557,neutral,neutral
558,positive,positive
559,positive,positive
560,positive,neutral
561,neutral,neutral
562,positive,positive
563,neutral,negative
564,neutral,neutral
565,neutral,neutral
566,positive,positive
567,positive,positive
568,positive,positive
569,positive,neutral
570,neutral,neutral
571,positive,positive
572,positive,positive
573,neutral,positive
574,neutral,positive
575,positive,positive
576,neutral,neutral
577,neutral,positive
578,positive,positive
579,neutral,positive
580,positive,positive
581,neutral,neutral
582,positive,positive
583,neutral,positive
584,positive,neutral
585,positive,neutral
586,neutral,neutral
587,positive,positive
588,positive,neutral
589,neutral,neutral
590,positive,negative
591,neutral,neutral
592,neutral,negative
593,positive,positive
594,positive,positive
595,neutral,neutral
596,positive,positive
597,positive,negative
598,neutral,negative
599,neutral,negative
600,neutral,positive
601,neutral,neutral
602,positive,positive
603,neutral,negative
604,neutral,neutral
605,neutral,negative
606,positive,positive
607,positive,positive
608,positive,positive
609,neutral,negative
610,positive,positive
611,positive,positive
612,positive,positive
613,neutral,neutral
614,neutral,neutral
615,neutral,negative
616,positive,negative
617,positive,positive
618,positive,neutral
619,positive,positive
620,positive,positive
621,neutral,neutral
622,neutral,negative
623,neutral,neutral
624,positive,negative
625,positive,positive
626,positive,positive
627,positive,positive
628,neutral,neutral
629,neutral,negative
630,positive,neutral
631,neutral,neutral
632,neutral,negative
633,positive,neutral
634,neutral,neutral
635,positive,neutral
636,positive,negative
637,positive,positive
638,positive,neutral
639,neutral,positive
640,neutral,positive
641,positive,positive
642,positive,positive
643,neutral,negative
644,neutral,positive
645,positive,neutral
646,neutral,negative
647,positive,positive
648,positive,positive
649,neutral,positive
650,neutral,negative
651,neutral,positive
652,positive,neutral
653,neutral,positive
654,positive,neutral
655,positive,positive
656,positive,neutral
657,neutral,neutral
658,positive,negative
659,positive,positive
660,neutral,positive
661,neutral,negative
662,positive,neutral
663,positive,neutral
664,neutral,positive
665,neutral,neutral
666,positive,neutral
667,neutral,neutral
668,positive,neutral
669,neutral,neutral
670,positive,positive
671,positive,neutral
672,neutral,neutral
673,neutral,neutral
674,positive,neutral
675,neutral,negative
676,positive,positive
677,neutral,neutral
678,positive,positive
679,neutral,positive
680,neutral,neutral
681,neutral,positive
682,neutral,neutral
683,positive,positive
684,neutral,neutral
685,neutral,neutral
686,neutral,neutral
687,neutral,positive
688,positive,positive
689,neutral,neutral
690,neutral,negative
691,positive,positive
692,neutral,negative
693,neutral,neutral
694,neutral,neutral
695,positive,negative
696,neutral,neutral
697,positive,positive
698,positive,positive
699,positive,neutral
700,positive,neutral
701,neutral,neutral
702,positive,positive
703,neutral,negative
704,neutral,neutral
705,positive,negative
706,positive,negative
707,positive,neutral
708,positive,positive
709,neutral,positive
710,neutral,neutral
711,neutral,neutral
712,positive,negative
713,neutral,positive
714,neutral,neutral
715,neutral,neutral
716,neutral,positive
717,neutral,neutral
718,positive,positive
719,positive,neutral
720,neutral,neutral
721,positive,positive
722,positive,positive
723,positive,neutral
724,positive,positive
725,neutral,positive
726,neutral,neutral
727,neutral,negative
728,positive,positive
729,neutral,positive
730,positive,positive
731,neutral,neutral
732,positive,neutral
733,positive,neutral
734,neutral,neutral
735,neutral,neutral
736,positive,neutral
737,positive,positive
738,neutral,negative
739,neutral,negative
740,neutral,neutral
741,positive,positive
742,positive,positive
743,neutral,neutral
744,neutral,neutral
745,positive,neutral
746,positive,neutral
747,neutral,positive
748,neutral,neutral
749,neutral,positive
750,neutral,neutral
751,positive,positive
752,positive,neutral
753,positive,negative
754,positive,neutral
755,neutral,neutral
756,positive,neutral
757,positive,positive
758,neutral,neutral
759,positive,positive
760,neutral,negative
761,neutral,positive
762,neutral,neutral
763,positive,neutral
764,neutral,negative
765,positive,negative
766,neutral,positive
767,neutral,positive
768,positive,negative
769,positive,positive
770,positive,neutral
771,positive,positive
772,positive,neutral
773,positive,positive
774,positive,positive
775,neutral,neutral
776,positive,negative
777,positive,positive
778,neutral,negative
779,positive,positive
780,neutral,neutral
781,neutral,neutral
782,positive,negative
783,neutral,neutral
784,neutral,positive
785,positive,positive
786,neutral,positive
787,positive,neutral
788,neutral,neutral
789,positive,neutral
790,positive,positive
791,positive,neutral
792,positive,positive
793,positive,positive
794,neutral,neutral
795,positive,negative
796,positive,positive
797,positive,positive
798,neutral,negative
799,neutral,neutral
800,neutral,neutral
801,neutral,positive
802,neutral,neutral
803,positive,neutral
804,positive,positive
805,positive,negative
806,positive,positive
807,positive,positive
808,positive,neutral
809,neutral,neutral
810,positive,positive
811,positive,positive
812,neutral,neutral
813,positive,neutral
814,neutral,positive
815,positive,positive
816,positive,positive
817,neutral,negative
818,positive,positive
819,neutral,positive
820,positive,neutral
821,positive,neutral
822,neutral,positive
823,neutral,neutral
824,positive,positive
825,neutral,positive
826,neutral,positive
827,positive,positive
828,positive,positive
829,neutral,neutral
830,neutral,positive
831,neutral,negative
832,positive,positive
833,neutral,negative
834,positive,neutral
835,positive,positive
836,positive,neutral
837,positive,positive
838,positive,positive
839,neutral,positive
840,neutral,neutral
841,positive,positive
842,positive,positive
843,neutral,negative
844,neutral,neutral
845,neutral,positive
846,neutral,negative
847,positive,neutral
848,neutral,negative
849,positive,positive
850,positive,positive
851,positive,neutral
852,neutral,neutral
853,neutral,negative
854,positive,positive
855,neutral,positive
856,neutral,neutral
857,positive,positive
858,positive,positive
859,positive,neutral
860,positive,positive
861,positive,positive
862,neutral,positive
863,positive,positive
864,neutral,positive
865,positive,positive
866,positive,positive
867,positive,positive
868,positive,positive
869,neutral,neutral
870,neutral,negative
871,neutral,positive
872,positive,positive
873,positive,positive
874,positive,positive
875,neutral,neutral
876,neutral,positive
877,positive,neutral
878,neutral,neutral
879,neutral,neutral
880,positive,neutral
881,neutral,negative
882,neutral,positive
883,positive,positive
884,neutral,neutral
885,neutral,positive
886,neutral,negative
887,neutral,negative
888,positive,neutral
889,neutral,neutral
890,positive,positive
891,positive,positive
892,neutral,neutral
893,neutral,negative
894,neutral,neutral
895,positive,positive
896,neutral,negative
897,positive,positive
898,neutral,negative
899,positive,neutral
900,positive,positive
901,positive,positive
902,positive,positive
903,neutral,positive
904,positive,neutral
905,positive,positive
906,positive,neutral
907,neutral,positive
908,positive,neutral
909,positive,neutral
910,neutral,positive
911,positive,negative
912,neutral,positive
913,neutral,neutral
914,neutral,neutral
915,neutral,neutral
916,neutral,neutral
917,positive,positive
918,positive,positive
919,neutral,positive
920,positive,positive
921,positive,positive
922,neutral,positive
923,positive,positive
924,positive,positive
925,positive,positive
926,positive,positive
927,positive,neutral
928,neutral,neutral
929,positive,positive
930,positive,positive
931,positive,positive
932,neutral,neutral
933,neutral,neutral
934,neutral,neutral
935,positive,positive
936,neutral,positive
937,positive,positive
938,neutral,neutral
939,positive,negative
940,positive,neutral
941,positive,positive
942,neutral,negative
943,positive,neutral
944,positive,positive
945,neutral,negative
946,neutral,neutral
947,neutral,neutral
948,positive,negative
949,neutral,neutral
950,neutral,neutral
951,positive,neutral
952,positive,negative
953,positive,positive
954,positive,positive
955,neutral,positive
956,neutral,neutral
957,positive,neutral
958,positive,positive
959,neutral,neutral
960,positive,positive
961,neutral,positive
962,neutral,neutral
963,neutral,positive
964,positive,neutral
965,positive,positive
966,positive,positive
967,neutral,neutral
968,neutral,negative
969,neutral,negative
970,positive,neutral
971,positive,positive
972,neutral,neutral
973,positive,neutral
974,neutral,neutral
975,positive,neutral
976,neutral,positive
977,positive,positive
978,neutral,negative
979,neutral,positive
980,positive,positive
981,positive,positive
982,neutral,neutral
983,positive,positive
984,positive,negative
985,neutral,positive
986,neutral,negative
987,positive,positive
988,neutral,negative
989,positive,neutral
990,positive,positive
991,positive,neutral
992,neutral,neutral
993,positive,positive
994,neutral,positive
995,positive,positive
996,positive,positive
997,neutral,positive
998,neutral,negative
999,positive,positive
1000,neutral,positive
1001,positive,negative
1002,positive,positive
1003,positive,positive
1004,neutral,neutral
1005,neutral,negative
1006,positive,positive
1007,neutral,positive
1008,neutral,negative
1009,neutral,positive
1010,neutral,positive
1011,neutral,positive
1012,neutral,positive
1013,positive,neutral
1014,positive,negative
1015,neutral,negative
1016,positive,neutral
1017,positive,positive
1018,neutral,positive
1019,positive,neutral
1020,neutral,neutral
1021,positive,positive
1022,neutral,positive
1023,positive,positive
1024,neutral,positive
1025,neutral,neutral
1026,neutral,negative
1027,neutral,neutral
1028,neutral,neutral
1029,neutral,positive
1030,positive,neutral
1031,positive,positive
1032,positive,positive
1033,neutral,neutral
1034,positive,positive
1035,neutral,neutral
1036,positive,positive
1037,positive,neutral
1038,positive,neutral
1039,positive,neutral
1040,neutral,negative
1041,neutral,neutral
1042,neutral,positive
1043,neutral,neutral
1044,neutral,neutral
1045,neutral,neutral
1046,neutral,neutral
1047,positive,positive
1048,neutral,positive
1049,neutral,negative
1050,positive,positive
1051,neutral,neutral
1052,positive,negative
1053,neutral,positive
1054,positive,neutral
1055,neutral,negative
1056,positive,neutral
1057,neutral,positive
1058,positive,positive
1059,neutral,positive
1060,neutral,neutral
1061,neutral,neutral
1062,positive,positive
1063,positive,positive
1064,positive,positive
1065,neutral,neutral
1066,positive,positive
1067,positive,positive
1068,positive,neutral
1069,neutral,positive
1070,positive,positive
1071,positive,positive
1072,negative,negative
1073,positive,positive
1074,positive,neutral
1075,neutral,neutral
1076,neutral,neutral
1077,neutral,positive
1078,positive,negative
1079,neutral,neutral
1080,neutral,positive
1081,positive,positive
1082,positive,neutral
1083,positive,positive
1084,neutral,positive
1085,positive,positive
1086,neutral,neutral
1087,neutral,neutral
1088,neutral,negative
1089,positive,positive
1090,positive,negative
1091,neutral,neutral
1092,neutral,neutral
1093,positive,neutral
1094,neutral,positive
1095,neutral,neutral
1096,positive,positive
1097,positive,neutral
1098,neutral,neutral
1099,neutral,positive
1100,positive,neutral
1101,positive,positive
1102,neutral,positive
1103,positive,positive
1104,positive,positive
1105,neutral,neutral
1106,neutral,neutral
1107,neutral,positive
1108,positive,neutral
1109,positive,neutral
1110,neutral,negative
1111,neutral,neutral
1112,neutral,neutral
1113,neutral,neutral
1114,positive,positive
1115,neutral,neutral
1116,neutral,neutral
1117,positive,neutral
1118,neutral,neutral
1119,positive,positive
1120,neutral,neutral
1121,positive,positive
1122,neutral,neutral
1123,positive,negative
1124,positive,positive
1125,neutral,positive
1126,positive,positive
1127,positive,positive
1128,positive,positive
1129,positive,positive
1130,positive,positive
1131,neutral,positive
1132,positive,neutral
1133,positive,negative
1134,positive,positive
1135,positive,positive
1136,positive,neutral
1137,neutral,neutral
1138,neutral,negative
1139,positive,positive
1140,neutral,neutral
1141,neutral,positive
1142,neutral,neutral
1143,positive,neutral
1144,neutral,negative
1145,positive,negative
1146,positive,positive
1147,neutral,negative
1148,positive,positive
1149,positive,positive
1150,positive,neutral
1151,positive,negative
1152,neutral,positive
1153,positive,positive
1154,positive,negative
1155,neutral,neutral
1156,neutral,positive
1157,positive,positive
1158,positive,positive
1159,neutral,neutral
1160,positive,positive
1161,positive,neutral
1162,positive,positive
1163,positive,positive
1164,positive,positive
1165,positive,positive
1166,positive,neutral
1167,positive,positive
1168,positive,neutral
1169,neutral,neutral
1170,neutral,positive
1171,positive,negative
1172,positive,neutral
1173,neutral,positive
1174,neutral,negative
1175,positive,positive
1176,neutral,neutral
1177,neutral,neutral
1178,neutral,positive
1179,positive,positive
1180,positive,neutral
1181,neutral,neutral
1182,positive,positive
1183,positive,neutral
1184,positive,positive
1185,neutral,neutral
1186,neutral,neutral
1187,positive,positive
1188,neutral,neutral
1189,neutral,neutral
1190,positive,positive
1191,neutral,negative
1192,neutral,positive
1193,neutral,positive
1194,positive,negative
1195,positive,positive
1196,neutral,neutral
1197,neutral,neutral
1198,positive,neutral
1199,neutral,neutral
1200,neutral,negative
1201,neutral,neutral
1202,positive,positive
1203,neutral,positive
1204,positive,neutral
1205,neutral,neutral
1206,neutral,neutral
1207,positive,positive
1208,neutral,neutral
1209,neutral,negative
1210,neutral,positive
1211,neutral,neutral
1212,positive,positive
1213,neutral,neutral
1214,positive,positive
1215,neutral,positive
1216,neutral,negative
1217,neutral,positive
1218,neutral,negative
1219,positive,positive
1220,neutral,positive
1221,neutral,positive
1222,positive,positive
1223,neutral,positive
1224,neutral,neutral
1225,neutral,negative
1226,positive,negative
1227,positive,positive
1228,positive,positive
1229,positive,positive
1230,neutral,neutral
1231,neutral,neutral
1232,neutral,positive
1233,positive,neutral
1234,positive,positive
1235,neutral,positive
1236,positive,positive
1237,neutral,positive
1238,positive,positive
1239,neutral,positive
1240,positive,neutral
1241,positive,positive
1242,positive,neutral
1243,positive,positive
1244,positive,positive
1245,positive,positive
1246,positive,positive
1247,positive,neutral
1248,neutral,positive
1249,neutral,neutral
1250,positive,positive
1251,positive,positive
1252,neutral,negative
1253,neutral,neutral
1254,positive,neutral
1255,neutral,neutral
1256,neutral,neutral
1257,positive,positive
1258,neutral,neutral
1259,neutral,neutral
1260,neutral,neutral
1261,neutral,neutral
1262,neutral,neutral
1263,positive,positive
1264,neutral,neutral
1265,neutral,neutral
1266,positive,positive
1267,neutral,positive
1268,neutral,positive
1269,positive,positive
1270,positive,positive
1271,positive,positive
1272,positive,positive
1273,neutral,neutral
1274,positive,positive
1275,positive,neutral
1276,positive,positive
1277,positive,positive
1278,positive,positive
1279,neutral,positive
1280,neutral,positive
1281,neutral,neutral
1282,neutral,neutral
1283,positive,positive
1284,neutral,negative
1285,neutral,neutral
1286,neutral,neutral
1287,neutral,positive
1288,positive,positive
1289,positive,neutral
1290,positive,neutral
1291,neutral,negative
1292,neutral,positive
1293,neutral,negative
1294,positive,neutral
1295,negative,negative
1296,neutral,negative
1297,neutral,negative
1298,positive,negative
1299,neutral,negative
1300,neutral,neutral
1301,neutral,neutral
1302,neutral,negative
1303,neutral,positive
1304,positive,positive
1305,neutral,negative
1306,positive,positive
1307,neutral,neutral
1308,neutral,neutral
1309,positive,positive
1310,positive,negative
1311,neutral,negative
1312,neutral,negative
1313,positive,neutral
1314,neutral,neutral
1315,positive,positive
1316,positive,positive
1317,positive,neutral
1318,neutral,neutral
1319,neutral,neutral
1320,positive,positive
1321,positive,neutral
1322,positive,neutral
1323,neutral,positive
1324,positive,positive
1325,neutral,neutral
1326,positive,positive
1327,positive,positive
1328,positive,positive
1329,neutral,neutral
1330,positive,positive
1331,neutral,negative
1332,positive,negative
1333,positive,negative
1334,neutral,negative
1335,neutral,neutral
1336,neutral,positive
1337,positive,neutral
1338,positive,positive
1339,positive,positive
1340,neutral,neutral
1341,neutral,positive
1342,positive,negative
1343,positive,neutral
1344,neutral,neutral
1345,neutral,negative
1346,neutral,neutral
1347,positive,negative
1348,neutral,positive
1349,positive,positive
1350,neutral,negative
1351,positive,positive
1352,positive,positive
1353,neutral,positive
1354,neutral,positive
1355,positive,positive
1356,neutral,negative
1357,negative,negative
1358,neutral,positive
1359,positive,neutral
1360,positive,positive
1361,positive,positive
1362,neutral,negative
1363,neutral,negative
1364,positive,positive
1365,positive,positive
1366,neutral,positive
1367,positive,negative
1368,positive,positive
1369,positive,positive
1370,positive,positive
1371,neutral,neutral
1372,neutral,neutral
1373,positive,negative
1374,neutral,neutral
1375,neutral,positive
1376,positive,positive
1377,neutral,neutral
1378,neutral,neutral
1379,positive,negative
1380,neutral,negative
1381,positive,neutral
1382,positive,positive
1383,neutral,negative
1384,positive,positive
1385,positive,positive
1386,positive,positive
1387,neutral,positive
1388,positive,positive
1389,neutral,negative
1390,positive,neutral
1391,positive,positive
1392,neutral,neutral
1393,positive,neutral
1394,neutral,negative
1395,positive,negative
1396,neutral,positive
1397,neutral,neutral
1398,positive,positive
1399,positive,positive
1400,neutral,neutral
1401,neutral,positive
1402,positive,positive
1403,positive,negative
1404,positive,positive
1405,positive,neutral
1406,positive,negative
1407,neutral,positive
1408,positive,neutral
1409,positive,neutral
1410,positive,neutral
1411,positive,negative
1412,neutral,negative
1413,positive,positive
1414,positive,negative
1415,neutral,positive
1416,positive,neutral
1417,positive,positive
1418,positive,positive
1419,positive,neutral
1420,positive,positive
1421,neutral,neutral
1422,positive,neutral
1423,positive,positive
1424,positive,positive
1425,positive,positive
1426,positive,positive
1427,neutral,negative
1428,neutral,neutral
1429,neutral,positive
1430,positive,positive
1431,positive,positive
1432,neutral,neutral
1433,neutral,positive
1434,neutral,neutral
1435,neutral,negative
1436,positive,positive
1437,neutral,neutral
1438,positive,neutral
1439,positive,neutral
1440,positive,positive
1441,neutral,neutral
1442,positive,positive
1443,neutral,positive
1444,positive,positive
1445,positive,positive
1446,positive,positive
1447,positive,neutral
1448,neutral,negative
1449,neutral,positive
1450,neutral,positive
1451,neutral,neutral
1452,positive,positive
1453,positive,neutral
1454,positive,positive
1455,positive,positive
1456,positive,positive
1457,positive,positive
1458,positive,positive
1459,positive,neutral
1460,positive,neutral
1461,neutral,neutral
1462,positive,negative
1463,positive,neutral
1464,neutral,negative
1465,positive,positive
1466,positive,positive
1467,positive,neutral
1468,positive,positive
1469,neutral,negative
1470,neutral,neutral
1471,positive,positive
1472,positive,positive
1473,neutral,neutral
1474,neutral,negative
1475,neutral,neutral
1476,positive,positive
1477,positive,positive
1478,neutral,positive
1479,positive,positive
1480,positive,negative
1481,neutral,positive
1482,neutral,negative
1483,neutral,neutral
1484,neutral,neutral
1485,neutral,negative
1486,positive,positive
1487,positive,neutral
1488,positive,positive
1489,positive,positive
1490,neutral,negative
1491,positive,neutral
1492,positive,neutral
1493,neutral,neutral
1494,neutral,neutral
1495,positive,neutral
1496,positive,neutral
1497,neutral,neutral
1498,positive,negative
1499,neutral,positive
1500,neutral,neutral
1501,positive,neutral
1502,positive,positive
1503,neutral,neutral
1504,positive,positive
1505,positive,positive
1506,neutral,neutral
1507,positive,positive
1508,positive,positive
1509,positive,positive
1510,neutral,positive
1511,positive,neutral
1512,neutral,neutral
1513,neutral,neutral
1514,neutral,neutral
1515,positive,positive
1516,positive,neutral
1517,positive,positive
1518,positive,negative
1519,neutral,negative
