,predicted,actual
372,neutral,negative
373,neutral,positive
374,negative,neutral
375,neutral,negative
376,neutral,neutral
377,neutral,neutral
378,negative,positive
379,negative,negative
380,neutral,neutral
381,neutral,negative
382,positive,positive
383,positive,positive
384,positive,neutral
385,neutral,positive
386,neutral,positive
387,positive,neutral
388,positive,positive
389,negative,negative
390,positive,negative
391,neutral,negative
392,neutral,positive
393,neutral,neutral
394,positive,neutral
395,positive,positive
396,neutral,neutral
397,negative,neutral
398,positive,neutral
399,neutral,neutral
400,negative,negative
401,neutral,neutral
402,neutral,positive
403,positive,neutral
404,positive,negative
405,positive,neutral
406,negative,positive
407,negative,negative
408,neutral,neutral
409,positive,neutral
410,positive,positive
411,negative,negative
412,neutral,negative
413,positive,negative
414,neutral,neutral
415,neutral,neutral
416,neutral,negative
417,neutral,negative
418,positive,positive
419,neutral,positive
420,positive,neutral
421,positive,negative
422,negative,neutral
423,neutral,positive
424,neutral,positive
425,positive,negative
426,neutral,negative
427,positive,neutral
428,neutral,positive
429,negative,neutral
430,negative,negative
431,neutral,negative
432,positive,positive
433,positive,positive
434,neutral,neutral
435,positive,positive
436,neutral,neutral
437,positive,neutral
438,positive,negative
439,negative,negative
440,neutral,positive
441,neutral,neutral
442,positive,positive
443,neutral,positive
444,positive,positive
445,neutral,neutral
446,neutral,negative
447,positive,neutral
448,negative,neutral
449,neutral,neutral
450,neutral,negative
451,neutral,negative
452,neutral,positive
453,positive,positive
454,positive,neutral
455,positive,positive
456,positive,negative
457,neutral,negative
458,positive,positive
459,negative,negative
460,positive,positive
461,neutral,positive
462,positive,positive
463,positive,neutral
464,positive,positive
465,positive,positive
466,neutral,negative
467,neutral,negative
468,positive,positive
469,neutral,negative
470,neutral,positive
471,positive,negative
472,negative,positive
473,neutral,neutral
474,neutral,positive
475,positive,positive
476,positive,positive
477,neutral,positive
478,neutral,positive
479,neutral,neutral
480,neutral,positive
481,negative,positive
482,neutral,positive
483,negative,negative
484,neutral,positive
485,neutral,neutral
486,neutral,neutral
487,positive,neutral
488,positive,negative
489,positive,positive
490,positive,positive
491,neutral,positive
492,positive,neutral
493,positive,positive
494,positive,negative
495,positive,positive
496,negative,positive
497,neutral,positive
498,neutral,neutral
499,positive,positive
500,neutral,positive
501,positive,neutral
502,neutral,neutral
503,positive,positive
504,neutral,neutral
505,positive,positive
506,positive,positive
507,neutral,neutral
508,negative,positive
509,neutral,positive
510,neutral,negative
511,positive,positive
512,positive,positive
513,neutral,negative
514,positive,neutral
515,positive,positive
516,positive,positive
517,positive,positive
518,negative,negative
519,positive,neutral
520,neutral,neutral
521,neutral,neutral
522,neutral,neutral
523,neutral,positive
524,neutral,neutral
525,neutral,neutral
526,positive,neutral
527,neutral,neutral
528,neutral,neutral
529,neutral,positive
530,positive,neutral
531,neutral,positive
532,negative,negative
533,negative,neutral
534,positive,positive
535,positive,positive
536,neutral,positive
537,neutral,positive
538,neutral,neutral
539,neutral,neutral
540,positive,positive
541,positive,positive
542,negative,neutral
543,neutral,neutral
544,positive,positive
545,positive,neutral
546,neutral,neutral
547,positive,positive
548,neutral,negative
549,neutral,neutral
550,neutral,positive
551,neutral,positive
552,positive,positive
553,positive,positive
554,neutral,neutral
555,neutral,neutral
556,neutral,neutral
557,neutral,neutral
558,neutral,positive
559,neutral,positive
560,neutral,neutral
561,positive,neutral
562,positive,positive
563,positive,negative
564,neutral,neutral
565,neutral,neutral
566,neutral,positive
567,positive,positive
568,positive,positive
569,positive,neutral
570,negative,neutral
571,positive,positive
572,positive,positive
573,negative,positive
574,neutral,positive
575,positive,positive
576,neutral,neutral
577,positive,positive
578,positive,positive
579,positive,positive
580,neutral,positive
581,positive,neutral
582,positive,positive
583,neutral,positive
584,neutral,neutral
585,positive,neutral
586,neutral,neutral
587,positive,positive
588,neutral,neutral
589,positive,neutral
590,neutral,negative
591,positive,neutral
592,neutral,negative
593,positive,positive
594,neutral,positive
595,negative,neutral
596,positive,positive
597,positive,negative
598,positive,negative
599,positive,negative
600,neutral,positive
601,neutral,neutral
602,positive,positive
603,neutral,negative
604,neutral,neutral
605,neutral,negative
606,neutral,positive
607,neutral,positive
608,neutral,positive
609,negative,negative
610,negative,positive
611,positive,positive
612,positive,positive
613,neutral,neutral
614,neutral,neutral
615,neutral,negative
616,negative,negative
617,positive,positive
618,neutral,neutral
619,positive,positive
620,negative,positive
621,neutral,neutral
622,neutral,negative
623,positive,neutral
624,neutral,negative
625,neutral,positive
626,positive,positive
627,positive,positive
628,neutral,neutral
629,neutral,negative
630,neutral,neutral
631,neutral,neutral
632,positive,negative
633,neutral,neutral
634,negative,neutral
635,positive,neutral
636,positive,negative
637,positive,positive
638,neutral,neutral
639,neutral,positive
640,positive,positive
641,positive,positive
642,positive,positive
643,neutral,negative
644,negative,positive
645,negative,neutral
646,neutral,negative
647,positive,positive
648,positive,positive
649,negative,positive
650,negative,negative
651,positive,positive
652,positive,neutral
653,negative,positive
654,positive,neutral
655,positive,positive
656,neutral,neutral
657,neutral,neutral
658,positive,negative
659,neutral,positive
660,positive,positive
661,neutral,negative
662,neutral,neutral
663,neutral,neutral
664,positive,positive
665,neutral,neutral
666,neutral,neutral
667,neutral,neutral
668,neutral,neutral
669,positive,neutral
670,positive,positive
671,neutral,neutral
672,negative,neutral
673,neutral,neutral
674,positive,neutral
675,neutral,negative
676,neutral,positive
677,neutral,neutral
678,negative,positive
679,neutral,positive
680,neutral,neutral
681,neutral,positive
682,negative,neutral
683,positive,positive
684,neutral,neutral
685,neutral,neutral
686,neutral,neutral
687,positive,positive
688,positive,positive
689,neutral,neutral
690,negative,negative
691,positive,positive
692,negative,negative
693,positive,neutral
694,neutral,neutral
695,neutral,negative
696,neutral,neutral
697,neutral,positive
698,positive,positive
699,positive,neutral
700,neutral,neutral
701,neutral,neutral
702,positive,positive
703,positive,negative
704,neutral,neutral
705,neutral,negative
706,positive,negative
707,neutral,neutral
708,neutral,positive
709,neutral,positive
710,neutral,neutral
711,neutral,neutral
712,neutral,negative
713,neutral,positive
714,neutral,neutral
715,neutral,neutral
716,positive,positive
717,negative,neutral
718,positive,positive
719,neutral,neutral
720,neutral,neutral
721,positive,positive
722,positive,positive
723,neutral,neutral
724,positive,positive
725,negative,positive
726,neutral,neutral
727,neutral,negative
728,positive,positive
729,neutral,positive
730,neutral,positive
731,neutral,neutral
732,positive,neutral
733,neutral,neutral
734,neutral,neutral
735,neutral,neutral
736,neutral,neutral
737,positive,positive
738,positive,negative
739,neutral,negative
740,positive,neutral
741,neutral,positive
742,neutral,positive
743,neutral,neutral
744,neutral,neutral
745,negative,neutral
746,positive,neutral
747,neutral,positive
748,neutral,neutral
749,neutral,positive
750,neutral,neutral
751,positive,positive
752,neutral,neutral
753,neutral,negative
754,neutral,neutral
755,neutral,neutral
756,negative,neutral
757,positive,positive
758,neutral,neutral
759,positive,positive
760,neutral,negative
761,positive,positive
762,neutral,neutral
763,neutral,neutral
764,neutral,negative
765,positive,negative
766,neutral,positive
767,neutral,positive
768,positive,negative
769,positive,positive
770,neutral,neutral
771,positive,positive
772,negative,neutral
773,positive,positive
774,positive,positive
775,negative,neutral
776,positive,negative
777,positive,positive
778,neutral,negative
779,neutral,positive
780,neutral,neutral
781,positive,neutral
782,neutral,negative
783,positive,neutral
784,positive,positive
785,negative,positive
786,positive,positive
787,neutral,neutral
788,positive,neutral
789,neutral,neutral
790,positive,positive
791,neutral,neutral
792,positive,positive
793,neutral,positive
794,negative,neutral
795,neutral,negative
796,positive,positive
797,neutral,positive
798,neutral,negative
799,neutral,neutral
800,positive,neutral
801,neutral,positive
802,neutral,neutral
803,neutral,neutral
804,positive,positive
805,positive,negative
806,positive,positive
807,positive,positive
808,negative,neutral
809,neutral,neutral
810,positive,positive
811,positive,positive
812,positive,neutral
813,positive,neutral
814,neutral,positive
815,neutral,positive
816,positive,positive
817,negative,negative
818,positive,positive
819,neutral,positive
820,negative,neutral
821,neutral,neutral
822,positive,positive
823,positive,neutral
824,positive,positive
825,neutral,positive
826,positive,positive
827,negative,positive
828,positive,positive
829,neutral,neutral
830,neutral,positive
831,negative,negative
832,positive,positive
833,positive,negative
834,neutral,neutral
835,neutral,positive
836,positive,neutral
837,positive,positive
838,positive,positive
839,neutral,positive
840,neutral,neutral
841,neutral,positive
842,positive,positive
843,neutral,negative
844,neutral,neutral
845,neutral,positive
846,positive,negative
847,neutral,neutral
848,neutral,negative
849,neutral,positive
850,positive,positive
851,neutral,neutral
852,positive,neutral
853,neutral,negative
854,positive,positive
855,neutral,positive
856,positive,neutral
857,positive,positive
858,neutral,positive
859,positive,neutral
860,neutral,positive
861,positive,positive
862,negative,positive
863,negative,positive
864,neutral,positive
865,neutral,positive
866,neutral,positive
867,negative,positive
868,positive,positive
869,neutral,neutral
870,neutral,negative
871,positive,positive
872,negative,positive
873,neutral,positive
874,positive,positive
875,negative,neutral
876,neutral,positive
877,neutral,neutral
878,neutral,neutral
879,neutral,neutral
880,positive,neutral
881,neutral,negative
882,positive,positive
883,positive,positive
884,neutral,neutral
885,neutral,positive
886,neutral,negative
887,neutral,negative
888,positive,neutral
889,positive,neutral
890,neutral,positive
891,positive,positive
892,neutral,neutral
893,negative,negative
894,neutral,neutral
895,positive,positive
896,neutral,negative
897,neutral,positive
898,neutral,negative
899,neutral,neutral
900,neutral,positive
901,negative,positive
902,positive,positive
903,neutral,positive
904,neutral,neutral
905,positive,positive
906,neutral,neutral
907,neutral,positive
908,positive,neutral
909,positive,neutral
910,positive,positive
911,positive,negative
912,positive,positive
913,neutral,neutral
914,positive,neutral
915,neutral,neutral
916,neutral,neutral
917,neutral,positive
918,negative,positive
919,positive,positive
920,neutral,positive
921,positive,positive
922,positive,positive
923,positive,positive
924,positive,positive
925,negative,positive
926,positive,positive
927,negative,neutral
928,positive,neutral
929,positive,positive
930,positive,positive
931,neutral,positive
932,positive,neutral
933,neutral,neutral
934,neutral,neutral
935,positive,positive
936,neutral,positive
937,positive,positive
938,neutral,neutral
939,neutral,negative
940,positive,neutral
941,negative,positive
942,negative,negative
943,neutral,neutral
944,positive,positive
945,neutral,negative
946,neutral,neutral
947,neutral,neutral
948,positive,negative
949,neutral,neutral
950,neutral,neutral
951,neutral,neutral
952,negative,negative
953,positive,positive
954,positive,positive
955,positive,positive
956,neutral,neutral
957,positive,neutral
958,positive,positive
959,neutral,neutral
960,negative,positive
961,positive,positive
962,negative,neutral
963,positive,positive
964,neutral,neutral
965,neutral,positive
966,positive,positive
967,neutral,neutral
968,positive,negative
969,neutral,negative
970,neutral,neutral
971,positive,positive
972,positive,neutral
973,neutral,neutral
974,neutral,neutral
975,neutral,neutral
976,neutral,positive
977,neutral,positive
978,negative,negative
979,positive,positive
980,positive,positive
981,positive,positive
982,negative,neutral
983,positive,positive
984,neutral,negative
985,neutral,positive
986,neutral,negative
987,neutral,positive
988,positive,negative
989,positive,neutral
990,positive,positive
991,positive,neutral
992,neutral,neutral
993,positive,positive
994,neutral,positive
995,positive,positive
996,positive,positive
997,neutral,positive
998,neutral,negative
999,neutral,positive
1000,positive,positive
1001,neutral,negative
1002,positive,positive
1003,positive,positive
1004,neutral,neutral
1005,neutral,negative
1006,neutral,positive
1007,positive,positive
1008,negative,negative
1009,neutral,positive
1010,neutral,positive
1011,positive,positive
1012,positive,positive
1013,neutral,neutral
1014,positive,negative
1015,neutral,negative
1016,positive,neutral
1017,positive,positive
1018,neutral,positive
1019,negative,neutral
1020,neutral,neutral
1021,positive,positive
1022,positive,positive
1023,positive,positive
1024,positive,positive
1025,neutral,neutral
1026,neutral,negative
1027,positive,neutral
1028,positive,neutral
1029,positive,positive
1030,neutral,neutral
1031,positive,positive
1032,positive,positive
1033,neutral,neutral
1034,negative,positive
1035,neutral,neutral
1036,positive,positive
1037,neutral,neutral
1038,neutral,neutral
1039,neutral,neutral
1040,negative,negative
1041,negative,neutral
1042,positive,positive
1043,positive,neutral
1044,neutral,neutral
1045,neutral,neutral
1046,neutral,neutral
1047,positive,positive
1048,neutral,positive
1049,negative,negative
1050,positive,positive
1051,negative,neutral
1052,positive,negative
1053,neutral,positive
1054,positive,neutral
1055,positive,negative
1056,neutral,neutral
1057,positive,positive
1058,positive,positive
1059,positive,positive
1060,neutral,neutral
1061,positive,neutral
1062,neutral,positive
1063,neutral,positive
1064,positive,positive
1065,neutral,neutral
1066,positive,positive
1067,positive,positive
1068,positive,neutral
1069,neutral,positive
1070,neutral,positive
1071,positive,positive
1072,neutral,negative
1073,neutral,positive
1074,neutral,neutral
1075,neutral,neutral
1076,positive,neutral
1077,positive,positive
1078,neutral,negative
1079,neutral,neutral
1080,neutral,positive
1081,positive,positive
1082,positive,neutral
1083,neutral,positive
1084,positive,positive
1085,positive,positive
1086,positive,neutral
1087,neutral,neutral
1088,neutral,negative
1089,positive,positive
1090,neutral,negative
1091,neutral,neutral
1092,neutral,neutral
1093,positive,neutral
1094,positive,positive
1095,neutral,neutral
1096,positive,positive
1097,neutral,neutral
1098,neutral,neutral
1099,positive,positive
1100,positive,neutral
1101,positive,positive
1102,positive,positive
1103,neutral,positive
1104,positive,positive
1105,neutral,neutral
1106,neutral,neutral
1107,negative,positive
1108,positive,neutral
1109,neutral,neutral
1110,neutral,negative
1111,neutral,neutral
1112,neutral,neutral
1113,neutral,neutral
1114,positive,positive
1115,neutral,neutral
1116,neutral,neutral
1117,neutral,neutral
1118,neutral,neutral
1119,positive,positive
1120,neutral,neutral
1121,negative,positive
1122,positive,neutral
1123,neutral,negative
1124,positive,positive
1125,neutral,positive
1126,neutral,positive
1127,positive,positive
1128,neutral,positive
1129,negative,positive
1130,positive,positive
1131,neutral,positive
1132,negative,neutral
1133,neutral,negative
1134,positive,positive
1135,negative,positive
1136,neutral,neutral
1137,neutral,neutral
1138,neutral,negative
1139,positive,positive
1140,neutral,neutral
1141,positive,positive
1142,positive,neutral
1143,positive,neutral
1144,positive,negative
1145,positive,negative
1146,neutral,positive
1147,neutral,negative
1148,positive,positive
1149,positive,positive
1150,neutral,neutral
1151,negative,negative
1152,positive,positive
1153,neutral,positive
1154,neutral,negative
1155,positive,neutral
1156,neutral,positive
1157,positive,positive
1158,positive,positive
1159,positive,neutral
1160,neutral,positive
1161,positive,neutral
1162,positive,positive
1163,positive,positive
1164,neutral,positive
1165,neutral,positive
1166,neutral,neutral
1167,positive,positive
1168,positive,neutral
1169,neutral,neutral
1170,neutral,positive
1171,positive,negative
1172,positive,neutral
1173,neutral,positive
1174,neutral,negative
1175,positive,positive
1176,neutral,neutral
1177,positive,neutral
1178,neutral,positive
1179,positive,positive
1180,positive,neutral
1181,neutral,neutral
1182,neutral,positive
1183,neutral,neutral
1184,positive,positive
1185,neutral,neutral
1186,negative,neutral
1187,positive,positive
1188,neutral,neutral
1189,negative,neutral
1190,positive,positive
1191,neutral,negative
1192,positive,positive
1193,neutral,positive
1194,neutral,negative
1195,positive,positive
1196,positive,neutral
1197,positive,neutral
1198,neutral,neutral
1199,positive,neutral
1200,neutral,negative
1201,neutral,neutral
1202,positive,positive
1203,neutral,positive
1204,positive,neutral
1205,neutral,neutral
1206,neutral,neutral
1207,neutral,positive
1208,neutral,neutral
1209,neutral,negative
1210,positive,positive
1211,positive,neutral
1212,positive,positive
1213,positive,neutral
1214,positive,positive
1215,positive,positive
1216,positive,negative
1217,positive,positive
1218,neutral,negative
1219,positive,positive
1220,negative,positive
1221,positive,positive
1222,neutral,positive
1223,positive,positive
1224,neutral,neutral
1225,neutral,negative
1226,neutral,negative
1227,positive,positive
1228,neutral,positive
1229,neutral,positive
1230,neutral,neutral
1231,neutral,neutral
1232,positive,positive
1233,neutral,neutral
1234,positive,positive
1235,neutral,positive
1236,neutral,positive
1237,neutral,positive
1238,neutral,positive
1239,positive,positive
1240,neutral,neutral
1241,neutral,positive
1242,positive,neutral
1243,positive,positive
1244,positive,positive
1245,positive,positive
1246,neutral,positive
1247,positive,neutral
1248,positive,positive
1249,positive,neutral
1250,positive,positive
1251,positive,positive
1252,positive,negative
1253,neutral,neutral
1254,neutral,neutral
1255,positive,neutral
1256,neutral,neutral
1257,positive,positive
1258,neutral,neutral
1259,positive,neutral
1260,neutral,neutral
1261,neutral,neutral
1262,positive,neutral
1263,neutral,positive
1264,negative,neutral
1265,neutral,neutral
1266,positive,positive
1267,negative,positive
1268,positive,positive
1269,negative,positive
1270,negative,positive
1271,positive,positive
1272,positive,positive
1273,neutral,neutral
1274,positive,positive
1275,positive,neutral
1276,positive,positive
1277,positive,positive
1278,positive,positive
1279,positive,positive
1280,positive,positive
1281,neutral,neutral
1282,neutral,neutral
1283,positive,positive
1284,neutral,negative
1285,negative,neutral
1286,neutral,neutral
1287,positive,positive
1288,positive,positive
1289,positive,neutral
1290,neutral,neutral
1291,neutral,negative
1292,neutral,positive
1293,neutral,negative
1294,neutral,neutral
1295,negative,negative
1296,positive,negative
1297,neutral,negative
1298,neutral,negative
1299,negative,negative
1300,negative,neutral
1301,neutral,neutral
1302,positive,negative
1303,neutral,positive
1304,positive,positive
1305,positive,negative
1306,neutral,positive
1307,neutral,neutral
1308,negative,neutral
1309,neutral,positive
1310,negative,negative
1311,neutral,negative
1312,neutral,negative
1313,positive,neutral
1314,neutral,neutral
1315,neutral,positive
1316,neutral,positive
1317,negative,neutral
1318,positive,neutral
1319,neutral,neutral
1320,positive,positive
1321,neutral,neutral
1322,positive,neutral
1323,negative,positive
1324,positive,positive
1325,neutral,neutral
1326,positive,positive
1327,neutral,positive
1328,positive,positive
1329,neutral,neutral
1330,neutral,positive
1331,neutral,negative
1332,positive,negative
1333,positive,negative
1334,negative,negative
1335,neutral,neutral
1336,neutral,positive
1337,positive,neutral
1338,positive,positive
1339,neutral,positive
1340,neutral,neutral
1341,neutral,positive
1342,negative,negative
1343,neutral,neutral
1344,neutral,neutral
1345,neutral,negative
1346,negative,neutral
1347,negative,negative
1348,positive,positive
1349,neutral,positive
1350,negative,negative
1351,positive,positive
1352,negative,positive
1353,negative,positive
1354,neutral,positive
1355,neutral,positive
1356,positive,negative
1357,positive,negative
1358,neutral,positive
1359,negative,neutral
1360,neutral,positive
1361,positive,positive
1362,negative,negative
1363,negative,negative
1364,neutral,positive
1365,positive,positive
1366,positive,positive
1367,neutral,negative
1368,positive,positive
1369,positive,positive
1370,positive,positive
1371,positive,neutral
1372,neutral,neutral
1373,neutral,negative
1374,neutral,neutral
1375,positive,positive
1376,neutral,positive
1377,neutral,neutral
1378,neutral,neutral
1379,positive,negative
1380,positive,negative
1381,neutral,neutral
1382,neutral,positive
1383,neutral,negative
1384,positive,positive
1385,positive,positive
1386,positive,positive
1387,positive,positive
1388,neutral,positive
1389,positive,negative
1390,positive,neutral
1391,positive,positive
1392,neutral,neutral
1393,positive,neutral
1394,neutral,negative
1395,positive,negative
1396,positive,positive
1397,negative,neutral
1398,positive,positive
1399,neutral,positive
1400,neutral,neutral
1401,neutral,positive
1402,neutral,positive
1403,neutral,negative
1404,positive,positive
1405,positive,neutral
1406,positive,negative
1407,positive,positive
1408,neutral,neutral
1409,neutral,neutral
1410,neutral,neutral
1411,negative,negative
1412,negative,negative
1413,neutral,positive
1414,positive,negative
1415,positive,positive
1416,positive,neutral
1417,positive,positive
1418,neutral,positive
1419,neutral,neutral
1420,neutral,positive
1421,neutral,neutral
1422,neutral,neutral
1423,positive,positive
1424,neutral,positive
1425,positive,positive
1426,positive,positive
1427,neutral,negative
1428,neutral,neutral
1429,negative,positive
1430,positive,positive
1431,neutral,positive
1432,neutral,neutral
1433,neutral,positive
1434,negative,neutral
1435,negative,negative
1436,positive,positive
1437,neutral,neutral
1438,positive,neutral
1439,positive,neutral
1440,neutral,positive
1441,positive,neutral
1442,positive,positive
1443,positive,positive
1444,positive,positive
1445,negative,positive
1446,positive,positive
1447,neutral,neutral
1448,positive,negative
1449,neutral,positive
1450,neutral,positive
1451,positive,neutral
1452,positive,positive
1453,neutral,neutral
1454,positive,positive
1455,positive,positive
1456,positive,positive
1457,positive,positive
1458,positive,positive
1459,neutral,neutral
1460,neutral,neutral
1461,neutral,neutral
1462,negative,negative
1463,positive,neutral
1464,neutral,negative
1465,neutral,positive
1466,positive,positive
1467,positive,neutral
1468,positive,positive
1469,positive,negative
1470,neutral,neutral
1471,positive,positive
1472,positive,positive
1473,neutral,neutral
1474,neutral,negative
1475,neutral,neutral
1476,neutral,positive
1477,positive,positive
1478,neutral,positive
1479,positive,positive
1480,neutral,negative
1481,neutral,positive
1482,neutral,negative
1483,neutral,neutral
1484,neutral,neutral
1485,neutral,negative
1486,positive,positive
1487,neutral,neutral
1488,positive,positive
1489,positive,positive
1490,positive,negative
1491,neutral,neutral
1492,positive,neutral
1493,positive,neutral
1494,neutral,neutral
1495,neutral,neutral
1496,negative,neutral
1497,neutral,neutral
1498,neutral,negative
1499,neutral,positive
1500,positive,neutral
1501,positive,neutral
1502,neutral,positive
1503,neutral,neutral
1504,positive,positive
1505,positive,positive
1506,neutral,neutral
1507,neutral,positive
1508,negative,positive
1509,positive,positive
1510,negative,positive
1511,positive,neutral
1512,neutral,neutral
1513,negative,neutral
1514,positive,neutral
1515,positive,positive
1516,positive,neutral
1517,positive,positive
1518,neutral,negative
1519,positive,negative
1520,neutral,positive
